Tier,Q1 ID,Q1 Domain,Q1 File,Q2 ID,Q2 Domain,Q2 File,Combined %,Question Sim %,Options Sim %,Same Answer?,Q1 Answer,Q2 Answer,Q1 Question Text,Q2 Question Text,Q1 Options (A/B/C/D),Q2 Options (A/B/C/D),Notes,Action (KEEP Q1 / KEEP Q2 / KEEP BOTH / REVIEW),Audited
DUPLICATE,q569,3,domain3.json,q710,3,domain3.json,93.5,88,100,NO,"C, E","B, D",Which AWS services provide a way to extend an on-premises architecture to the AWS Cloud? (Select TWO),Which AWS services provide a way to extend an on-premises architecture to the AWS Cloud? (Choose two.),A: Amazon EBS. | B: Amazon Connect. | C: AWS Storage Gateway. | D: Amazon CloudFront. | E: AWS Direct Connect.,A: Amazon EBS | B: AWS Direct Connect | C: Amazon CloudFront | D: AWS Storage Gateway | E: Amazon Connect,DIFFERENT ANSWERS,,
DUPLICATE,q710,3,domain3.json,q185,3,domain3.json,93.5,88,100,YES,"B, D","B, D",Which AWS services provide a way to extend an on-premises architecture to the AWS Cloud? (Choose two.),Which AWS services provide a way to extend an on-premises architecture to the AWS Cloud? (Select TWO),A: Amazon EBS | B: AWS Direct Connect | C: Amazon CloudFront | D: AWS Storage Gateway | E: Amazon Connect,A: Amazon EBS. | B: AWS Direct Connect. | C: Amazon CloudFront. | D: AWS Storage Gateway. | E: Amazon Connect.,,,
DUPLICATE,q171,2,domain2.json,q689,2,domain2.json,93.3,87,100,YES,"A, D","A, D",Which of the following services have Distributed Denial of Service (DDoS) mitigation features? (Select TWO),Which of the following services have Distributed Denial of Service (DDoS) mitigation features? (Choose two.),A: AWS WAF. | B: Amazon DynamoDB. | C: Amazon EC2. | D: Amazon CloudFront. | E: Amazon Inspector.,A: AWS WAF | B: Amazon DynamoDB | C: Amazon EC2 | D: Amazon CloudFront | E: Amazon Inspector,,,
DUPLICATE,q103,2,domain2.json,q798,2,domain2.json,93.2,87,100,YES,"C, E","C, E",Which of the following will enhance the security of access to the AWS Management Console’? (Select TWO),Which of the following will enhance the security of access to the AWS Management Console? (Choose two.),A: AWS Secrets Manager. | B: AWS Certificate Manager. | C: AWS Multi-Factor Authentication (AWS MFA). | D: Security groups. | E: Password policies.,A: AWS Secrets Manager | B: AWS Certificate Manager | C: AWS Multi-Factor Authentication (AWS MFA) | D: Security groups | E: Password policies,,,
DUPLICATE,q120,2,domain2.json,q890,2,domain2.json,93.1,87,100,YES,"A, C","A, C",What credential components are required to gain programmatic access to an AWS account? (Select TWO),What credential components are required to gain programmatic access to an AWS account? (Choose two.),A: An access key ID. | B: A primary key. | C: A secret access key. | D: A user ID. | E: A secondary key.,A: An access key ID | B: A primary key | C: A secret access key | D: A user ID | E: A secondary key,,,
DUPLICATE,q183,1,domain1.json,q716,2,domain2.json,93.1,86,100,YES,"B, E","B, E",Under the shared responsibility model which of the following areas are the customer’s responsibility? (Select TWO),Under the shared responsibility model; which of the following areas are the customer's responsibility? (Choose two.),A: Firmware upgrades of network infrastructure. | B: Patching of operating systems. | C: Patching of the underlying hypervisor. | D: Physical security of data centers. | E: Configuration of the security group.,A: Firmware upgrades of network infrastructure | B: Patching of operating systems | C: Patching of the underlying hypervisor | D: Physical security of data centers | E: Configuration of the security group,Cross-domain: D1 vs D2,,
DUPLICATE,q153,3,domain3.json,q810,4,domain4.json,92.8,87,100,YES,"B, D","B, D",What can assist in evaluating an application for migration to the cloud? (Select TWO),What can assist in evaluating an application for migration to the cloud? (Choose two.),A: AWS Trusted Advisor. | B: AWS Professional Services. | C: AWS Systems Manager. | D: AWS Partner Network (APN). | E: AWS Secrets Manager.,A: AWS Trusted Advisor | B: AWS Professional Services | C: AWS Systems Manager | D: AWS Partner Network (APN) | E: AWS Secrets Manager,Cross-domain: D3 vs D4,,
DUPLICATE,q115,4,domain4.json,q801,4,domain4.json,92.8,87,100,YES,"B, C","B, C",How does AWS Trusted Advisor provide guidance to users of the AWS Cloud? (Select TWO),How does AWS Trusted Advisor provide guidance to users of the AWS Cloud? (Choose two.),A: It identifies software vulnerabilities in applications running on AWS. | B: It provides a list of cost optimization recommendations based on current AWS usage. | C: It detects potential security vulnerabilities caused by permissions settings on account resources. | D: It automatically corrects potential security issues caused by permissions settings on account resources. | E: It provides proactive alerting whenever an Amazon EC2 instance has been compromised.,A: It identifies software vulnerabilities in applications running on AWS | B: It provides a list of cost optimization recommendations based on current AWS usage | C: It detects potential security vulnerabilities caused by permissions settings on account resources | D: It automatically corrects potential security issues caused by permissions settings on account resources | E: It provides proactive alerting whenever an Amazon EC2 instance has been compromised,,,
DUPLICATE,q736,1,domain1.json,q554,3,domain3.json,91.6,83,100,YES,"B, C","B, C",Which of the following are pillars of the AWS Well-Architected Framework? (Choose two.),Which of the following are pillars of the AWS Well-Architected Framework? (Select TWO),A: Multiple Availability Zones | B: Performance efficiency | C: Security | D: Encryption usage | E: High availability,A: Multiple Availability Zones. | B: Performance efficiency. | C: Security. | D: Encryption usage. | E: High availability.,Cross-domain: D1 vs D3,,
DUPLICATE,q667,2,domain2.json,q150,3,domain3.json,91.6,85,100,YES,"B, D","B, D",How can a customer increase security to AWS account logons? (Choose two.),How can a customer increase security to AWS account logons? (Select TWO),A: Configure AWS Certificate Manager | B: Enable Multi-Factor Authentication (MFA) | C: Use Amazon Cognito to manage access | D: Configure a strong password policy | E: Enable AWS Organizations,A: Configure AWS Certificate Manager | B: Enable Multi-Factor Authentication (MFA) | C: Use Amazon Cognito to manage access | D: Configure a strong password policy | E: Enable AWS Organizations,Cross-domain: D2 vs D3,,
DUPLICATE,q106,4,domain4.json,q191,4,domain4.json,91.4,83,100,YES,"A, D","A, D",Which of the following are advantages of AWS consolidated billing? (Select TWO),Which of the following are advantages of AWS consolidated billing? (Choose two),"A: The ability to receive one bill for multiple accounts. | B: Service limits increasing by default in all accounts. | C: A fixed discount on the monthly bill. | D: Potential volume discounts, as usage in all accounts is combined. | E: The automatic extension of the master account’s AWS support plan to all accounts.","A: The ability to receive one bill for multiple accounts. | B: Service limits increasing by default in all accounts. | C: A fixed discount on the monthly bill. | D: Potential volume discounts, as usage in all accounts is combined. | E: The automatic extension of the master account’s AWS support plan to all accounts.",,,
DUPLICATE,q191,4,domain4.json,q599,4,domain4.json,91.4,83,100,YES,"A, D","A, D",Which of the following are advantages of AWS consolidated billing? (Choose two),Which of the following are advantages of AWS consolidated billing? (Select TWO.),"A: The ability to receive one bill for multiple accounts. | B: Service limits increasing by default in all accounts. | C: A fixed discount on the monthly bill. | D: Potential volume discounts, as usage in all accounts is combined. | E: The automatic extension of the master account’s AWS support plan to all accounts.","A: The ability to receive one bill for multiple accounts | B: Service limits increasing by default in all accounts | C: A fixed discount on the monthly bill | D: Potential volume discounts, as usage in all accounts is combined | E: The automatic extension of the master account's AWS support plan to all accounts",,,
DUPLICATE,q059,4,domain4.json,q679,4,domain4.json,91.1,83,100,YES,"B, E","B, E",Which of the following BEST describe the AWS pricing model? (Select TWO),Which of the following BEST describe the AWS pricing model? (Choose two.),A: Fixed-term. | B: Pay-as-you-go. | C: Colocation. | D: Planned. | E: Variable cost.,A: Fixed-term | B: Pay-as-you-go | C: Colocation | D: Planned | E: Variable cost,,,
DUPLICATE,q062,4,domain4.json,q696,4,domain4.json,90.0,100,67,YES,C,C,Which Amazon EC2 pricing model offers the MOST significant discount when compared to OnDemand Instances?,Which Amazon EC2 pricing model offers the MOST significant discount when compared to On-Demand Instances?,A: A Partial Upfront Reserved Instances for a 1-year term. | B: All Upfront Reserved instances for a 1 year form. | C: All Upfront Reserved Instances for a 3 year term. | D: No Upfront Reserved Instances for a 3 year term.,A: Partial Upfront Reserved Instances for a 1-year term | B: All Upfront Reserved Instances for a 1-year term | C: All Upfront Reserved Instances for a 3-year term | D: No Upfront Reserved Instances for a 3-year term,,,
DUPLICATE,q764,1,domain1.json,q186,3,domain3.json,88.9,80,100,YES,"B, C","B, C",What are the advantages of the AWS Cloud? (Choose two.),What are the advantages of the AWS Cloud (Select TWO),A: Fixed rate monthly cost | B: No need to guess capacity requirements | C: Increased speed to market | D: Increased upfront capital expenditure | E: Physical access to cloud data centers,A: Fixed rate monthly cost. | B: No need to guess capacity requirements. | C: Increased speed to market. | D: Increased upfront capital expenditure. | E: Physical access to cloud data centers.,Cross-domain: D1 vs D3,,
DUPLICATE,q137,3,domain3.json,q611,3,domain3.json,88.5,100,62,YES,"B, E","B, E",Which of the following AWS services can be used to serve large amounts of online video content with the lowest possible latency? (Select TWO),Which of the following AWS services can be used to serve large amounts of online video content with the lowest possible latency? (Select TWO.),A: appGateway. | B: Amazon S3. | C: Amazon Elastic File System (EFS). | D: Amazon Glacier. | E: Amazom CloudFront.,A: AWS Storage Gateway | B: Amazon S3 | C: Amazon Elastic File System (EFS) | D: Amazon Glacier | E: Amazon CloudFront,,,
DUPLICATE,q135,4,domain4.json,q670,4,domain4.json,74.7,63,100,NO,B,A,Which is the MINIMUM AWS Support plan that provides technical support through phone calls?,Which is the MINIMUM AWS Support plan that provides designated Technical Account Managers?,A: Enterprise. | B: Business. | C: Developer. | D: Basic.,A: Enterprise | B: Business | C: Developer | D: Basic,DIFFERENT ANSWERS,,
REWORDED,q110,4,domain4.json,q135,4,domain4.json,64.7,40,100,YES,B,B,Which is the MINIMUM AWS Support plan that allows for one-hour target response time for support cases?,Which is the MINIMUM AWS Support plan that provides technical support through phone calls?,A: Enterprise. | B: Business. | C: Developer | D: Basic,A: Enterprise. | B: Business. | C: Developer. | D: Basic.,"Same options, reworded question",,
REWORDED,q074,4,domain4.json,q135,4,domain4.json,63.4,40,100,NO,A,B,Which is the minimum AWS Support plan that includes Infrastructure Event Management without additional costs?,Which is the MINIMUM AWS Support plan that provides technical support through phone calls?,A: Enterprise. | B: Business. | C: Developer. | D: Basic.,A: Enterprise. | B: Business. | C: Developer. | D: Basic.,"DIFFERENT ANSWERS; Same options, reworded question",,
REWORDED,q110,4,domain4.json,q670,4,domain4.json,63.3,40,100,NO,B,A,Which is the MINIMUM AWS Support plan that allows for one-hour target response time for support cases?,Which is the MINIMUM AWS Support plan that provides designated Technical Account Managers?,A: Enterprise. | B: Business. | C: Developer | D: Basic,A: Enterprise | B: Business | C: Developer | D: Basic,"DIFFERENT ANSWERS; Same options, reworded question",,
REWORDED,q074,4,domain4.json,q670,4,domain4.json,63.1,40,100,YES,A,A,Which is the minimum AWS Support plan that includes Infrastructure Event Management without additional costs?,Which is the MINIMUM AWS Support plan that provides designated Technical Account Managers?,A: Enterprise. | B: Business. | C: Developer. | D: Basic.,A: Enterprise | B: Business | C: Developer | D: Basic,"Same options, reworded question",,
REWORDED,q919,2,domain2.json,q954,2,domain2.json,61.0,50,75,YES,B,B,Which AWS service can be used to track unauthorized API calls?,Which AWS service can be used to track resource changes and establish compliance?,A: AWS Config | B: AWS CloudTrail | C: AWS Trusted Advisor | D: Amazon Inspector,A: Amazon CloudWatch | B: AWS Config | C: AWS CloudTrail | D: AWS Trusted Advisor,"Same options, reworded question",,
REWORDED,q279,2,domain2.json,q874,4,domain4.json,52.8,40,80,NO,D,C,What is the minimum level of AWS support that provides 24x7 access to technical support engineers via phone and chat?,What is the MINIMUM AWS Support plan level that will provide users with access to the AWS Support API?,A: Enterprise Support. | B: Developer Support. | C: Basic Support. | D: Business Support.,A: Developer | B: Enterprise | C: Business | D: Basic,"DIFFERENT ANSWERS; Cross-domain: D2 vs D4; Same options, reworded question",,
REWORDED,q477,4,domain4.json,q688,4,domain4.json,39.0,40,83,NO,B,D,Which of the following AWS support plans provides access to only the seven core AWS Trusted Advisor checks?,Which AWS Support plan provides a full set of AWS Trusted Advisor checks?,A: Business & Enterprise Support. | B: Basic & Developer Support. | C: Developer & Enterprise Support. | D: Developer & Business Support.,A: Business and Developer Support | B: Business and Basic Support | C: Enterprise and Developer Support | D: Enterprise and Business Support,"DIFFERENT ANSWERS; Same options, reworded question",,
REWORDED,q086,3,domain3.json,q987,3,domain3.json,35.4,40,71,YES,B,B,Which AWS service is a managed NoSQL database?,Which AWS service provides the ability to host a NoSQL database in the AWS Cloud?,A: Amazon Redshift. | B: Amazon DynamoDB. | C: Amazon Aurora. | D: Amazon RDS for MariaDB.,A: Amazon Aurora | B: Amazon DynamoDB | C: Amazon RDS | D: Amazon Redshift,"Same options, reworded question",,
SAME-CONCEPT,q902,4,domain4.json,q956,4,domain4.json,46.3,31,83,YES,B,B,A company's application has flexible start and end times. Which Amazon EC2 pricing model will be the MOST cost-effective?,A user has a stateful workload that will run on Amazon EC2 for the next 3 years. What is the MOST cost-effective pricing model for this workload?,A: On-Demand Instances | B: Spot Instances | C: Reserved Instances | D: Dedicated Hosts,A: On-Demand Instances | B: Reserved Instances | C: Dedicated Instances | D: Spot Instances,"Same concept, different wording",,
